project_id,project_title,project_description,research_domain,project_type,budget_range,duration_months,team_expertise,location,equipment_name,equipment_category,methodology_name,methodology_type,skill_required,tool_name,tool_category
PRJ_F4EFFC,IoT-Based Soil Contamination System for Biodiversity Analysis,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. A web dashboard will be developed to present results in real-time.",Environmental Science,Experimental,<1L,12,"Biology, Embedded Systems, Data Analysis","Bengaluru, Karnataka",Temperature Sensor,Sensor,Geospatial Mapping,Analytical,Embedded Systems,TensorFlow,Data Analysis
PRJ_F4EFFC,IoT-Based Soil Contamination System for Biodiversity Analysis,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. A web dashboard will be developed to present results in real-time.",Environmental Science,Experimental,<1L,12,"Biology, Embedded Systems, Data Analysis","Bengaluru, Karnataka",Anemometer,Field Equipment,Statistical Threshold Analysis,Statistical,ML,Pandas,Data Analysis
PRJ_F4EFFC,IoT-Based Soil Contamination System for Biodiversity Analysis,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. A web dashboard will be developed to present results in real-time.",Environmental Science,Experimental,<1L,12,"Biology, Embedded Systems, Data Analysis","Bengaluru, Karnataka",Waterproof Enclosure,Computing,,,,,
PRJ_F4EFFC,IoT-Based Soil Contamination System for Biodiversity Analysis,"An end-to-end soil contamination assessment pipeline combining field sampling, spectroscopic analysis, and ML-based heavy metal concentration prediction. A web dashboard will be developed to present results in real-time.",Environmental Science,Experimental,<1L,12,"Biology, Embedded Systems, Data Analysis","Bengaluru, Karnataka",Water Sampler,Field Equipment,,,,,
PRJ_53B661,Automated Air Pollution Classification System,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The system is designed for deployment in resource-constrained environments.,Environmental Science,Experimental,1L-5L,6,"Data Analysis, Biology, ML","Jaipur, Rajasthan",CO2 Sensor,Sensor,Statistical Threshold Analysis,Statistical,ML,scikit-learn,Data Analysis
PRJ_53B661,Automated Air Pollution Classification System,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The system is designed for deployment in resource-constrained environments.,Environmental Science,Experimental,1L-5L,6,"Data Analysis, Biology, ML","Jaipur, Rajasthan",Breadboard & Jumper Wires,Computing,Regression Analysis,Statistical,ML,SQLite,Data Analysis
PRJ_53B661,Automated Air Pollution Classification System,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The system is designed for deployment in resource-constrained environments.,Environmental Science,Experimental,1L-5L,6,"Data Analysis, Biology, ML","Jaipur, Rajasthan",Portable Water Quality Analyzer,Field Equipment,Principal Component Analysis,Analytical,ML,QGIS,Visualization
PRJ_53B661,Automated Air Pollution Classification System,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The system is designed for deployment in resource-constrained environments.,Environmental Science,Experimental,1L-5L,6,"Data Analysis, Biology, ML","Jaipur, Rajasthan",Temperature Sensor,Sensor,,,,Matplotlib,Visualization
PRJ_53B661,Automated Air Pollution Classification System,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The system is designed for deployment in resource-constrained environments.,Environmental Science,Experimental,1L-5L,6,"Data Analysis, Biology, ML","Jaipur, Rajasthan",Soil pH Meter,Field Equipment,,,,TensorFlow,Data Analysis
PRJ_53B661,Automated Air Pollution Classification System,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The system is designed for deployment in resource-constrained environments.,Environmental Science,Experimental,1L-5L,6,"Data Analysis, Biology, ML","Jaipur, Rajasthan",GPS Device,Field Equipment,,,,,
PRJ_53B661,Automated Air Pollution Classification System,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The system is designed for deployment in resource-constrained environments.,Environmental Science,Experimental,1L-5L,6,"Data Analysis, Biology, ML","Jaipur, Rajasthan",Particulate Matter Sensor (PM2.5),Sensor,,,,,
PRJ_B7BFFD,Real-Time Biodiversity Monitoring with Greenhouse Gas,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Mixed,1L-5L,3,"Embedded Systems, Biology, ML","Bengaluru, Karnataka",Rainfall Gauge,Field Equipment,Time-Series Data Collection,Experimental,Data Analysis,Matplotlib,Visualization
PRJ_B7BFFD,Real-Time Biodiversity Monitoring with Greenhouse Gas,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Mixed,1L-5L,3,"Embedded Systems, Biology, ML","Bengaluru, Karnataka",Soil pH Meter,Field Equipment,Regression Analysis,Statistical,ML,Grafana,Visualization
PRJ_B7BFFD,Real-Time Biodiversity Monitoring with Greenhouse Gas,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Mixed,1L-5L,3,"Embedded Systems, Biology, ML","Bengaluru, Karnataka",Breadboard & Jumper Wires,Computing,Principal Component Analysis,Analytical,Data Analysis,SQLite,Data Analysis
PRJ_B7BFFD,Real-Time Biodiversity Monitoring with Greenhouse Gas,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Mixed,1L-5L,3,"Embedded Systems, Biology, ML","Bengaluru, Karnataka",Arduino Uno,Computing,Water Quality Index Calculation,Analytical,Embedded Systems,scikit-learn,Data Analysis
PRJ_AD66A9,Deep Learning Approach to River Monitoring,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The system is designed for deployment in resource-constrained environments.,Environmental Science,Experimental,<1L,12,"ML, Embedded Systems, Biology","Bhubaneswar, Odisha",Drone (DJI Matrice),Field Equipment,Random Forest Classification,Computational,Data Analysis,Grafana,Visualization
PRJ_AD66A9,Deep Learning Approach to River Monitoring,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The system is designed for deployment in resource-constrained environments.,Environmental Science,Experimental,<1L,12,"ML, Embedded Systems, Biology","Bhubaneswar, Odisha",Rainfall Gauge,Field Equipment,Water Quality Index Calculation,Analytical,Data Analysis,Google Earth Engine,Simulation
PRJ_AD66A9,Deep Learning Approach to River Monitoring,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The system is designed for deployment in resource-constrained environments.,Environmental Science,Experimental,<1L,12,"ML, Embedded Systems, Biology","Bhubaneswar, Odisha",Water Sampler,Field Equipment,IoT Sensor Integration,Experimental,ML,SQLite,Data Analysis
PRJ_AD66A9,Deep Learning Approach to River Monitoring,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The system is designed for deployment in resource-constrained environments.,Environmental Science,Experimental,<1L,12,"ML, Embedded Systems, Biology","Bhubaneswar, Odisha",Portable Water Quality Analyzer,Field Equipment,Geospatial Mapping,Analytical,Embedded Systems,,
PRJ_3028C4,Real-Time Greenhouse Gas Monitoring with Water Quality,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The project will leverage open-source tools wherever possible to maximize reproducibility.",Environmental Science,Experimental,<1L,24,"Electronics, Embedded Systems, Biology","Chandigarh, Punjab",Turbidity Meter,Lab Instrument,Geospatial Mapping,Analytical,Embedded Systems,Python,Programming
PRJ_3028C4,Real-Time Greenhouse Gas Monitoring with Water Quality,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The project will leverage open-source tools wherever possible to maximize reproducibility.",Environmental Science,Experimental,<1L,24,"Electronics, Embedded Systems, Biology","Chandigarh, Punjab",Portable Water Quality Analyzer,Field Equipment,Principal Component Analysis,Analytical,Embedded Systems,scikit-learn,Data Analysis
PRJ_3028C4,Real-Time Greenhouse Gas Monitoring with Water Quality,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The project will leverage open-source tools wherever possible to maximize reproducibility.",Environmental Science,Experimental,<1L,24,"Electronics, Embedded Systems, Biology","Chandigarh, Punjab",Anemometer,Field Equipment,Time-Series Data Collection,Experimental,Embedded Systems,Grafana,Visualization
PRJ_3028C4,Real-Time Greenhouse Gas Monitoring with Water Quality,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The project will leverage open-source tools wherever possible to maximize reproducibility.",Environmental Science,Experimental,<1L,24,"Electronics, Embedded Systems, Biology","Chandigarh, Punjab",Arduino Uno,Computing,,,,TensorFlow,Data Analysis
PRJ_3028C4,Real-Time Greenhouse Gas Monitoring with Water Quality,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The project will leverage open-source tools wherever possible to maximize reproducibility.",Environmental Science,Experimental,<1L,24,"Electronics, Embedded Systems, Biology","Chandigarh, Punjab",Spectrophotometer,Lab Instrument,,,,SQLite,Data Analysis
PRJ_3AC8EC,Data-Driven Remote Sensing Optimization Framework,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The system is designed for deployment in resource-constrained environments.",Environmental Science,Mixed,5L-20L,9,"ML, Embedded Systems, Biology","Coimbatore, Tamil Nadu",CO2 Sensor,Sensor,Geospatial Mapping,Analytical,Embedded Systems,SQLite,Data Analysis
PRJ_3AC8EC,Data-Driven Remote Sensing Optimization Framework,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The system is designed for deployment in resource-constrained environments.",Environmental Science,Mixed,5L-20L,9,"ML, Embedded Systems, Biology","Coimbatore, Tamil Nadu",Raspberry Pi 4,Computing,Statistical Threshold Analysis,Statistical,ML,scikit-learn,Data Analysis
PRJ_3AC8EC,Data-Driven Remote Sensing Optimization Framework,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The system is designed for deployment in resource-constrained environments.",Environmental Science,Mixed,5L-20L,9,"ML, Embedded Systems, Biology","Coimbatore, Tamil Nadu",Turbidity Sensor,Sensor,,,,Python,Programming
PRJ_3AC8EC,Data-Driven Remote Sensing Optimization Framework,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The system is designed for deployment in resource-constrained environments.",Environmental Science,Mixed,5L-20L,9,"ML, Embedded Systems, Biology","Coimbatore, Tamil Nadu",Water Sampler,Field Equipment,,,,TensorFlow,Data Analysis
PRJ_3AC8EC,Data-Driven Remote Sensing Optimization Framework,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The system is designed for deployment in resource-constrained environments.",Environmental Science,Mixed,5L-20L,9,"ML, Embedded Systems, Biology","Coimbatore, Tamil Nadu",Turbidity Meter,Lab Instrument,,,,,
PRJ_3AC8EC,Data-Driven Remote Sensing Optimization Framework,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The system is designed for deployment in resource-constrained environments.",Environmental Science,Mixed,5L-20L,9,"ML, Embedded Systems, Biology","Coimbatore, Tamil Nadu",Rainfall Gauge,Field Equipment,,,,,
PRJ_3AC8EC,Data-Driven Remote Sensing Optimization Framework,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. The system is designed for deployment in resource-constrained environments.",Environmental Science,Mixed,5L-20L,9,"ML, Embedded Systems, Biology","Coimbatore, Tamil Nadu",pH Sensor,Sensor,,,,,
PRJ_E2C55D,Real-Time Microplastics Monitoring with Remote Sensing,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. A web dashboard will be developed to present results in real-time.",Environmental Science,Experimental,5L-20L,18,"ML, Data Analysis, Embedded Systems","Coimbatore, Tamil Nadu",Anemometer,Field Equipment,Regression Analysis,Statistical,ML,TensorFlow,Data Analysis
PRJ_E2C55D,Real-Time Microplastics Monitoring with Remote Sensing,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. A web dashboard will be developed to present results in real-time.",Environmental Science,Experimental,5L-20L,18,"ML, Data Analysis, Embedded Systems","Coimbatore, Tamil Nadu",Dissolved Oxygen Sensor,Sensor,Random Forest Classification,Computational,Embedded Systems,SQLite,Data Analysis
PRJ_E2C55D,Real-Time Microplastics Monitoring with Remote Sensing,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. A web dashboard will be developed to present results in real-time.",Environmental Science,Experimental,5L-20L,18,"ML, Data Analysis, Embedded Systems","Coimbatore, Tamil Nadu",Arduino Uno,Computing,Geospatial Mapping,Analytical,ML,scikit-learn,Data Analysis
PRJ_E2C55D,Real-Time Microplastics Monitoring with Remote Sensing,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. A web dashboard will be developed to present results in real-time.",Environmental Science,Experimental,5L-20L,18,"ML, Data Analysis, Embedded Systems","Coimbatore, Tamil Nadu",Portable Water Quality Analyzer,Field Equipment,IoT Sensor Integration,Experimental,Embedded Systems,QGIS,Visualization
PRJ_E2C55D,Real-Time Microplastics Monitoring with Remote Sensing,"A real-time IoT-based system to monitor water quality parameters such as pH, turbidity, and dissolved oxygen using low-cost sensors with anomaly detection using machine learning. A web dashboard will be developed to present results in real-time.",Environmental Science,Experimental,5L-20L,18,"ML, Data Analysis, Embedded Systems","Coimbatore, Tamil Nadu",,,,,,Google Earth Engine,Simulation
PRJ_7DC58F,Smart Air Pollution Prediction Using Climate,Development of a drone-based remote sensing framework to map wetland biodiversity and detect vegetation stress using multispectral imagery and deep learning segmentation. The system is designed for deployment in resource-constrained environments.,Environmental Science,Mixed,<1L,3,"Electronics, Data Analysis, Biology","Pune, Maharashtra",Dissolved Oxygen Sensor,Sensor,Principal Component Analysis,Analytical,Data Analysis,Node-RED,Visualization
PRJ_7DC58F,Smart Air Pollution Prediction Using Climate,Development of a drone-based remote sensing framework to map wetland biodiversity and detect vegetation stress using multispectral imagery and deep learning segmentation. The system is designed for deployment in resource-constrained environments.,Environmental Science,Mixed,<1L,3,"Electronics, Data Analysis, Biology","Pune, Maharashtra",CO2 Sensor,Sensor,Random Forest Classification,Computational,Data Analysis,scikit-learn,Data Analysis
PRJ_7DC58F,Smart Air Pollution Prediction Using Climate,Development of a drone-based remote sensing framework to map wetland biodiversity and detect vegetation stress using multispectral imagery and deep learning segmentation. The system is designed for deployment in resource-constrained environments.,Environmental Science,Mixed,<1L,3,"Electronics, Data Analysis, Biology","Pune, Maharashtra",Temperature Sensor,Sensor,,,,MQTT,Data Analysis
PRJ_7DC58F,Smart Air Pollution Prediction Using Climate,Development of a drone-based remote sensing framework to map wetland biodiversity and detect vegetation stress using multispectral imagery and deep learning segmentation. The system is designed for deployment in resource-constrained environments.,Environmental Science,Mixed,<1L,3,"Electronics, Data Analysis, Biology","Pune, Maharashtra",Breadboard & Jumper Wires,Computing,,,,,
PRJ_7DC58F,Smart Air Pollution Prediction Using Climate,Development of a drone-based remote sensing framework to map wetland biodiversity and detect vegetation stress using multispectral imagery and deep learning segmentation. The system is designed for deployment in resource-constrained environments.,Environmental Science,Mixed,<1L,3,"Electronics, Data Analysis, Biology","Pune, Maharashtra",Soil pH Meter,Field Equipment,,,,,
PRJ_E5DD7B,Real-Time Biodiversity Monitoring with Climate,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Data privacy and security considerations are incorporated into the design.,Environmental Science,Experimental,<1L,3,"ML, Electronics, Biology","Lucknow, Uttar Pradesh",Rainfall Gauge,Field Equipment,Remote Sensing Analysis,Analytical,Data Analysis,scikit-learn,Data Analysis
PRJ_E5DD7B,Real-Time Biodiversity Monitoring with Climate,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Data privacy and security considerations are incorporated into the design.,Environmental Science,Experimental,<1L,3,"ML, Electronics, Biology","Lucknow, Uttar Pradesh",Breadboard & Jumper Wires,Computing,Geospatial Mapping,Analytical,Embedded Systems,Grafana,Visualization
PRJ_E5DD7B,Real-Time Biodiversity Monitoring with Climate,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Data privacy and security considerations are incorporated into the design.,Environmental Science,Experimental,<1L,3,"ML, Electronics, Biology","Lucknow, Uttar Pradesh",Arduino Uno,Computing,Water Quality Index Calculation,Analytical,ML,TensorFlow,Data Analysis
PRJ_E5DD7B,Real-Time Biodiversity Monitoring with Climate,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Data privacy and security considerations are incorporated into the design.,Environmental Science,Experimental,<1L,3,"ML, Electronics, Biology","Lucknow, Uttar Pradesh",Waterproof Enclosure,Computing,,,,Pandas,Data Analysis
PRJ_E5DD7B,Real-Time Biodiversity Monitoring with Climate,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Data privacy and security considerations are incorporated into the design.,Environmental Science,Experimental,<1L,3,"ML, Electronics, Biology","Lucknow, Uttar Pradesh",Conductivity Meter,Lab Instrument,,,,Python,Programming
PRJ_E5DD7B,Real-Time Biodiversity Monitoring with Climate,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Data privacy and security considerations are incorporated into the design.,Environmental Science,Experimental,<1L,3,"ML, Electronics, Biology","Lucknow, Uttar Pradesh",Anemometer,Field Equipment,,,,,
PRJ_E5DD7B,Real-Time Biodiversity Monitoring with Climate,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Data privacy and security considerations are incorporated into the design.,Environmental Science,Experimental,<1L,3,"ML, Electronics, Biology","Lucknow, Uttar Pradesh",Turbidity Sensor,Sensor,,,,,
PRJ_E029AC,Low-Cost Water Quality Platform for Greenhouse Gas,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The methodology includes a rigorous statistical validation framework.,Environmental Science,Experimental,<1L,3,"Biology, Electronics, ML","Jaipur, Rajasthan",Anemometer,Field Equipment,Remote Sensing Analysis,Analytical,ML,Pandas,Data Analysis
PRJ_E029AC,Low-Cost Water Quality Platform for Greenhouse Gas,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The methodology includes a rigorous statistical validation framework.,Environmental Science,Experimental,<1L,3,"Biology, Electronics, ML","Jaipur, Rajasthan",Rainfall Gauge,Field Equipment,Water Quality Index Calculation,Analytical,Embedded Systems,MQTT,Data Analysis
PRJ_E029AC,Low-Cost Water Quality Platform for Greenhouse Gas,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The methodology includes a rigorous statistical validation framework.,Environmental Science,Experimental,<1L,3,"Biology, Electronics, ML","Jaipur, Rajasthan",GPS Device,Field Equipment,Anomaly Detection (ML),Computational,ML,Python,Programming
PRJ_E029AC,Low-Cost Water Quality Platform for Greenhouse Gas,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. The methodology includes a rigorous statistical validation framework.,Environmental Science,Experimental,<1L,3,"Biology, Electronics, ML","Jaipur, Rajasthan",Arduino Uno,Computing,IoT Sensor Integration,Experimental,Data Analysis,,
PRJ_5527C0,Multi-Modal Climate Assessment System,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. A web dashboard will be developed to present results in real-time.,Environmental Science,Mixed,<1L,18,"Biology, ML, Electronics","Pune, Maharashtra",Arduino Uno,Computing,Regression Analysis,Statistical,Data Analysis,Matplotlib,Visualization
PRJ_5527C0,Multi-Modal Climate Assessment System,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. A web dashboard will be developed to present results in real-time.,Environmental Science,Mixed,<1L,18,"Biology, ML, Electronics","Pune, Maharashtra",Breadboard & Jumper Wires,Computing,Geospatial Mapping,Analytical,Data Analysis,MQTT,Data Analysis
PRJ_5527C0,Multi-Modal Climate Assessment System,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. A web dashboard will be developed to present results in real-time.,Environmental Science,Mixed,<1L,18,"Biology, ML, Electronics","Pune, Maharashtra",Turbidity Sensor,Sensor,Water Quality Index Calculation,Analytical,Embedded Systems,SQLite,Data Analysis
PRJ_5527C0,Multi-Modal Climate Assessment System,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. A web dashboard will be developed to present results in real-time.,Environmental Science,Mixed,<1L,18,"Biology, ML, Electronics","Pune, Maharashtra",Waterproof Enclosure,Computing,Principal Component Analysis,Analytical,ML,,
PRJ_5527C0,Multi-Modal Climate Assessment System,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. A web dashboard will be developed to present results in real-time.,Environmental Science,Mixed,<1L,18,"Biology, ML, Electronics","Pune, Maharashtra",Dissolved Oxygen Sensor,Sensor,,,,,
PRJ_5527C0,Multi-Modal Climate Assessment System,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. A web dashboard will be developed to present results in real-time.,Environmental Science,Mixed,<1L,18,"Biology, ML, Electronics","Pune, Maharashtra",Soil pH Meter,Field Equipment,,,,,
PRJ_5527C0,Multi-Modal Climate Assessment System,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. A web dashboard will be developed to present results in real-time.,Environmental Science,Mixed,<1L,18,"Biology, ML, Electronics","Pune, Maharashtra",Rainfall Gauge,Field Equipment,,,,,
PRJ_A96D98,Smart Biodiversity Prediction Using Heavy Metal Detection,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,<1L,24,"Embedded Systems, Data Analysis, Electronics","Coimbatore, Tamil Nadu",Waterproof Enclosure,Computing,Principal Component Analysis,Analytical,Embedded Systems,TensorFlow,Data Analysis
PRJ_A96D98,Smart Biodiversity Prediction Using Heavy Metal Detection,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,<1L,24,"Embedded Systems, Data Analysis, Electronics","Coimbatore, Tamil Nadu",Portable Water Quality Analyzer,Field Equipment,Geospatial Mapping,Analytical,Embedded Systems,Node-RED,Visualization
PRJ_A96D98,Smart Biodiversity Prediction Using Heavy Metal Detection,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,<1L,24,"Embedded Systems, Data Analysis, Electronics","Coimbatore, Tamil Nadu",CO2 Sensor,Sensor,,,,Matplotlib,Visualization
PRJ_A96D98,Smart Biodiversity Prediction Using Heavy Metal Detection,Design of a low-cost air quality monitoring network using distributed PM2.5 and CO2 sensors across urban Chennai to detect pollution hotspots with spatial interpolation. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,<1L,24,"Embedded Systems, Data Analysis, Electronics","Coimbatore, Tamil Nadu",Datalogger,Field Equipment,,,,MQTT,Data Analysis
PRJ_3033DA,Low-Cost Soil Contamination Platform for Air Pollution,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,<1L,18,"Biology, Embedded Systems, Data Analysis","Pune, Maharashtra",Conductivity Meter,Lab Instrument,Statistical Threshold Analysis,Statistical,Data Analysis,Node-RED,Visualization
PRJ_3033DA,Low-Cost Soil Contamination Platform for Air Pollution,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,<1L,18,"Biology, Embedded Systems, Data Analysis","Pune, Maharashtra",Spectrophotometer,Lab Instrument,Remote Sensing Analysis,Analytical,ML,Grafana,Visualization
PRJ_3033DA,Low-Cost Soil Contamination Platform for Air Pollution,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,<1L,18,"Biology, Embedded Systems, Data Analysis","Pune, Maharashtra",Breadboard & Jumper Wires,Computing,Geospatial Mapping,Analytical,Embedded Systems,TensorFlow,Data Analysis
PRJ_3033DA,Low-Cost Soil Contamination Platform for Air Pollution,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,<1L,18,"Biology, Embedded Systems, Data Analysis","Pune, Maharashtra",Rainfall Gauge,Field Equipment,,,,Google Earth Engine,Simulation
PRJ_3033DA,Low-Cost Soil Contamination Platform for Air Pollution,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,<1L,18,"Biology, Embedded Systems, Data Analysis","Pune, Maharashtra",Anemometer,Field Equipment,,,,MQTT,Data Analysis
PRJ_3033DA,Low-Cost Soil Contamination Platform for Air Pollution,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,<1L,18,"Biology, Embedded Systems, Data Analysis","Pune, Maharashtra",Turbidity Sensor,Sensor,,,,,
PRJ_3033DA,Low-Cost Soil Contamination Platform for Air Pollution,IoT-enabled real-time river monitoring system with automated alert generation for flood prediction using LSTM-based time series forecasting. Results will be validated against publicly available benchmark datasets.,Environmental Science,Experimental,<1L,18,"Biology, Embedded Systems, Data Analysis","Pune, Maharashtra",GPS Device,Field Equipment,,,,,
PRJ_123DE2,Multi-Modal Heavy Metal Detection Assessment System,Development of a drone-based remote sensing framework to map wetland biodiversity and detect vegetation stress using multispectral imagery and deep learning segmentation. Data privacy and security considerations are incorporated into the design.,Environmental Science,Mixed,5L-20L,12,"Biology, Electronics, Embedded Systems","Bhubaneswar, Odisha",Drone (DJI Matrice),Field Equipment,Water Quality Index Calculation,Analytical,Embedded Systems,QGIS,Visualization
PRJ_123DE2,Multi-Modal Heavy Metal Detection Assessment System,Development of a drone-based remote sensing framework to map wetland biodiversity and detect vegetation stress using multispectral imagery and deep learning segmentation. Data privacy and security considerations are incorporated into the design.,Environmental Science,Mixed,5L-20L,12,"Biology, Electronics, Embedded Systems","Bhubaneswar, Odisha",Turbidity Sensor,Sensor,Time-Series Data Collection,Experimental,ML,scikit-learn,Data Analysis
